	Th0_0.5h_1_1	Th0_14h_4_1	Th0_16h_1_1	Th0_16h_7_1	Th0_18h_5_1	Th0_1h_1_1	Th0_20h_5_1	Th0_20h_6_1	Th0_25h_6_1	Th0_2h_2_1	Th0_2h_7_1	Th0_30h_6_1	Th0_30h_9_1	Th0_36h_6_1	Th0_42h_6_1	Th0_42h_7_1	Th0_48h_6_1	Th0_4h_3_1	Th0_54h_6_1	Th0_54h_7_1	Th0_60h_6_1	Th0_72h_6_1	Th0_72h_7_1	Th0_8h_3_1	Th0_8h_8_1	Tr1_0.5h_1_1	Tr1_12h_4_1	Tr1_14h_4_1	Tr1_16h_1_1	Tr1_16h_7_1	Tr1_18h_5_1	Tr1_1h_1_1	Tr1_20h_5_1	Tr1_20h_6_1	Tr1_25h_6_1	Tr1_2h_2_1	Tr1_2h_7_1	Tr1_30h_6_1	Tr1_30h_9_1	Tr1_36h_6_1	Tr1_42h_6_1	Tr1_42h_7_1	Tr1_48h_6_1	Tr1_4h_3_1	Tr1_54h_6_1	Tr1_54h_7_1	Tr1_60h_6_1	Tr1_72h_6_1	Tr1_72h_7_1	Tr1_8h_3_1	Tr1_8h_8_1	Th0_0.5h_1_7	Th0_10h_1_7	Th0_10h_2_7	Th0_12h_1_7	Th0_16h_1_7	Th0_1h_1_7	Th0_1h_2_7	Th0_20h_1_7	Th0_20h_2_7	Th0_24h_1_7	Th0_2h_1_7	Th0_30h_1_7	Th0_30h_2_7	Th0_42h_1_7	Th0_42h_2_7	Th0_48h_1_7	Th0_4h_1_7	Th0_4h_2_7	Th0_50h_1_7	Th0_52h_1_7	Th0_52h_2_7	Th0_60h_1_7	Th0_60h_2_7	Th0_6h_1_7	Th0_72h_1_7	Th0_8h_1_7	Th17_0.5h_1_7	Th17_10h_1_7	Th17_10h_2_7	Th17_12h_1_7	Th17_16h_1_7	Th17_1h_1_7	Th17_1h_2_7	Th17_20h_1_7	Th17_20h_2_7	Th17_24h_1_7	Th17_2h_1_7	Th17_30h_1_7	Th17_30h_2_7	Th17_42h_1_7	Th17_42h_2_7	Th17_48h_1_7	Th17_4h_1_7	Th17_4h_2_7	Th17_50h_1_7	Th17_52h_1_7	Th17_52h_2_7	Th17_60h_1_7	Th17_60h_2_7	Th17_6h_1_7	Th17_72h_1_7	Th17_8h_1_7
Vps54	2.5362	2.2939	2.1772	 2.164	2.1936	2.4385	2.1297	2.2403	2.1506	2.3717	2.3912	2.1398	2.2603	 2.193	2.2119	2.2574	2.2514	2.6059	2.2536	2.2566	 2.319	2.3985	2.3842	2.3675	2.4764	2.5715	2.5018	2.4887	2.3795	2.3146	2.4377	2.4448	 2.213	2.3864	2.1735	2.5052	2.5272	2.2144	2.3026	2.3693	2.4268	2.4315	2.5229	2.7245	2.5656	 2.606	2.6199	2.7248	2.6244	2.5294	2.5519	2.5248	2.3648	2.3935	2.2727	2.2369	2.4403	2.4436	2.1007	2.2124	2.0575	2.3807	2.1686	2.2672	  2.25	2.2972	 2.296	2.6169	2.5654	 2.225	2.2588	2.3158	2.3088	2.2716	2.4814	2.2855	2.4357	 2.577	2.4845	2.5112	2.4169	2.3561	2.5605	2.5046	2.1106	2.2186	2.1089	2.6937	2.1929	 2.233	2.3554	2.2829	2.3727	2.7811	2.7477	2.3902	2.3943	2.3733	2.4513	2.3874	2.5923	 2.505	 2.474
Vrk2	1.5889	1.5337	1.5643	1.6002	1.6036	1.6365	1.6465	1.5038	1.7265	 1.468	1.1574	 1.648	1.6624	1.7682	 1.798	1.8817	1.7148	1.3092	1.7901	1.8716	1.8714	1.7791	1.7645	1.4795	1.4016	1.5973	1.5032	1.4163	1.4816	1.5166	1.4877	1.5189	1.5629	1.5619	1.6118	1.3984	1.2754	1.6258	1.6337	1.7142	1.7115	1.7059	 1.628	1.3485	1.6489	1.8353	1.7152	1.6805	1.6382	1.3831	1.4547	1.6564	1.5331	1.5422	1.5627	1.5882	1.6777	1.6607	1.6657	1.7337	1.6938	  1.44	1.6306	1.7993	1.7064	 1.809	1.7687	1.2969	1.5166	 1.725	1.8279	1.8387	1.6117	 1.776	1.4544	1.7331	  1.47	1.7615	1.4369	1.4422	1.5584	1.4422	1.6822	1.7554	1.3265	1.4209	1.4205	1.4961	1.4341	1.4365	 1.453	1.4465	1.5267	1.4231	1.4237	1.5484	1.5868	1.5693	1.4986	 1.472	1.5033	1.5862	1.3972
Wdfy2	1.7928	1.6257	1.5144	1.4663	1.5147	1.7377	1.4262	1.5211	1.4882	1.6394	1.4688	  1.55	1.5038	1.4634	1.6037	1.6316	1.7294	1.6011	1.7224	1.6279	 1.731	1.8037	1.7021	1.5854	1.4954	1.7558	1.5417	1.6302	1.4879	1.5257	1.5607	1.6994	1.4914	1.5121	1.4602	1.5581	  1.26	1.4538	1.5323	1.5046	1.5875	1.6947	1.6029	1.5425	1.6347	1.8257	1.6828	1.7402	1.8009	1.5767	1.6215	 1.737	1.6164	1.6234	1.6233	1.6546	1.7608	1.7399	1.5096	1.5612	1.5458	1.6708	1.5822	1.4617	1.5602	1.5206	1.5898	1.6862	1.7137	1.5463	1.5208	1.5406	  1.51	1.5535	1.6463	1.6082	1.6723	1.7674	1.6374	1.7018	1.7128	1.6879	1.7587	1.7727	1.8056	1.8392	 1.901	1.6049	1.8125	1.8487	1.9956	1.8817	1.8754	1.6503	1.6095	1.9892	1.8315	 1.994	2.0936	2.0359	1.7465	 1.895	1.6833
Wdr82	3.1019	2.9727	 2.939	2.9534	2.9766	3.0924	2.9355	2.9607	2.9555	3.0684	3.0238	2.8949	2.9515	2.9559	2.9548	2.9444	2.8439	3.0378	2.9103	2.8935	3.0216	3.1256	2.8868	2.9928	2.9203	3.1183	2.9875	2.9872	2.9374	  2.95	2.9769	3.1579	2.9418	2.9839	2.9158	 3.189	3.1288	2.9642	2.9619	2.9674	2.9372	2.9104	2.9237	3.0461	2.9035	2.8933	2.8749	3.0885	2.8587	2.9621	 2.994	3.0395	2.9814	2.9825	2.9638	2.9217	3.0479	 3.047	2.9699	2.9639	2.9259	3.0233	2.9467	  2.97	2.9028	2.9742	2.9563	2.9807	2.9609	2.8979	2.9464	2.9636	2.9431	 2.958	2.9527	 2.903	2.9559	 3.065	2.9826	2.9491	2.9908	 2.994	3.1296	3.1116	2.9956	2.9639	2.9375	3.0945	2.9323	2.9408	2.9139	  2.91	2.8899	2.9821	2.9591	 2.887	2.8916	  2.88	2.9206	 2.893	2.9189	2.8092	2.9583
Wee1	1.4763	2.3085	2.4897	2.4604	 2.305	 1.582	2.4865	2.4488	2.4881	1.5254	1.6476	2.4462	2.4085	2.4198	2.3493	2.3697	2.1499	1.9222	2.2631	2.1789	2.2764	2.3525	2.3282	2.1904	2.0025	 1.575	2.1498	2.1457	2.4051	2.3771	2.2695	1.6512	  2.48	2.3838	2.4177	1.6326	1.5498	2.3561	2.4173	2.3619	2.2944	2.2426	2.2455	1.9487	2.2388	2.1287	2.1442	2.2885	2.1007	2.1195	1.9052	1.4204	1.9514	2.0956	2.2505	2.4151	1.6456	 1.514	2.4712	2.4704	2.4208	1.5322	2.4034	2.4216	2.3128	2.3412	2.3414	2.0887	1.9168	2.1771	2.3098	 2.309	2.2902	2.3689	2.0238	2.2406	2.2329	 1.516	1.9381	1.9935	2.1532	2.3786	1.5291	1.6709	2.4763	2.4089	2.3339	1.5377	2.3499	2.3491	2.3026	2.3316	2.2304	2.0787	2.0622	2.2518	2.2521	2.2906	 2.323	2.2591	2.1364	2.2242	2.1187
Wipf1	2.8937	2.6661	2.7704	2.7256	2.7157	2.8195	 2.777	2.7729	2.8191	2.7438	 2.693	2.8629	2.8487	2.8659	2.9134	2.8865	3.0917	2.6543	2.9708	 2.905	2.9106	2.9707	2.9467	2.5897	2.5065	2.9212	2.6239	2.5937	2.6933	2.6482	2.5847	2.8233	2.6776	 2.597	 2.675	2.7619	2.7144	 2.757	2.7238	2.7738	2.8687	2.7934	2.8701	2.6189	2.9396	2.8693	2.9474	3.0301	2.9272	2.5677	2.4981	3.0518	2.6202	2.6262	2.7636	2.7673	 2.896	2.9047	2.8088	2.8291	2.8734	2.7714	2.9359	2.9027	 2.863	2.7888	2.9094	  2.62	2.5886	2.8681	2.9287	2.8662	2.8653	2.9008	2.6399	2.9009	2.6745	 2.996	 2.366	2.3689	  2.41	 2.316	2.9673	2.9552	2.3568	2.3188	 2.344	 2.889	2.4582	2.4611	2.5571	 2.434	2.6851	2.6244	2.6161	2.6165	2.6552	2.5564	2.5379	2.5607	2.5086	2.8058	2.3723
Wisp1	1.1621	1.3708	1.2329	 1.349	 1.327	1.1868	1.2774	1.4081	 1.245	1.0856	1.2389	1.3603	 1.278	1.3595	1.6415	1.9465	1.8893	1.3793	2.0631	2.1296	1.9833	1.7958	 2.241	1.4433	1.4056	1.2871	1.3186	1.1927	1.2205	1.1556	1.2508	1.1115	1.2541	1.1821	1.2084	1.1637	1.2698	1.2384	1.2421	1.2115	1.2219	1.2997	1.3137	1.3828	1.2728	1.3494	1.2396	1.2708	1.2231	1.2951	 1.316	1.1129	1.2748	1.2519	 1.274	1.3338	1.1075	1.0312	1.1881	1.3156	1.3534	1.1164	1.4659	1.4296	1.6898	1.6521	1.8348	1.3434	1.2955	2.0145	 2.058	1.9053	2.1142	2.0657	1.3671	2.2885	 1.602	1.1451	1.2652	1.1598	1.1275	1.1976	1.3541	1.1602	1.1211	1.0103	1.0326	1.3515	1.1511	1.1698	1.1965	1.2531	1.2228	1.3587	1.3088	1.1568	1.1301	1.0937	1.1288	1.0836	1.3191	1.4466	1.3317
Wwp1	1.9852	 1.933	1.8529	1.9328	2.0055	2.0174	1.8675	1.9385	1.8827	1.8735	1.6525	1.8231	1.8572	1.8758	1.9191	1.9126	1.9462	1.8419	1.9187	1.8324	1.9914	2.1895	1.9606	1.8981	  1.72	1.9998	1.9086	1.9341	1.9133	1.9342	2.0277	1.9964	1.9849	1.8998	  1.92	1.8053	1.3601	1.8957	1.8885	1.8792	 1.874	1.9253	1.9656	 1.814	1.9738	1.9637	2.1657	 2.171	2.0597	1.9736	1.8924	1.9513	1.8828	1.8534	1.8133	1.7305	 2.077	1.9882	1.7973	1.9049	1.9043	1.9395	1.8903	1.8858	 1.958	1.9287	1.8997	1.8247	1.8121	1.9162	1.9242	1.9623	1.9522	1.9756	1.7206	1.8485	1.8864	1.9929	1.8757	1.8703	1.8743	1.8469	2.0569	2.0726	1.9339	1.9852	2.0022	1.7983	 2.061	2.0778	2.2075	2.0898	2.1706	1.8259	1.7558	2.1981	2.1994	2.2162	2.2467	2.2034	1.8444	2.3103	1.8666
Xdh	1.5027	1.2057	1.2435	1.2219	1.2103	1.6527	1.2036	1.2393	1.3672	1.8132	1.8487	1.3956	1.4254	1.4379	1.3888	1.3353	1.3888	1.7353	1.4883	1.4013	1.7764	2.1581	1.5468	 1.525	1.5551	1.6251	1.2132	1.1705	1.2514	1.3398	 1.221	1.5407	1.2248	1.2685	1.1935	1.6066	1.4533	1.3458	1.3663	1.3741	1.4814	1.4232	1.7814	1.4987	1.9552	1.4594	2.0363	2.4505	2.0567	1.3284	1.4375	1.7221	 1.544	 1.519	1.5237	1.1997	1.7829	 1.624	1.1519	1.3393	1.2848	1.8715	1.2916	1.2122	1.3694	1.2841	 1.396	1.9271	1.8732	1.2869	1.3814	1.4077	1.3372	1.3607	 1.615	1.4814	1.6479	1.6913	1.0502	1.1221	1.1473	1.0979	1.6937	1.7492	1.1393	1.0019	1.1577	1.5978	1.0803	1.0829	1.0808	1.1855	1.1447	1.4076	1.3645	1.0984	1.2601	1.1714	1.2591	1.2914	 1.333	 1.271	1.2803
Xpnpep1	2.2632	2.4967	2.5155	2.4971	2.5255	 2.292	2.5281	2.5331	2.5606	2.3157	 2.283	2.5703	2.5431	2.6122	2.6446	2.6471	2.8607	2.4315	2.6889	2.6401	2.6599	2.6762	2.5981	2.4949	2.4414	2.2765	2.4973	2.5082	2.5034	2.4403	2.4791	2.2181	2.5065	2.4824	2.5305	 2.228	 2.177	 2.546	2.5801	2.5692	2.7281	2.6519	2.7475	2.3686	2.8237	2.7478	2.7367	2.8183	2.6529	2.4939	2.4571	  2.36	2.5371	2.5491	2.5426	2.5291	2.3976	2.3045	2.5168	2.5443	2.5725	2.4831	2.5839	  2.54	2.6026	2.5118	2.6343	2.5482	2.5613	2.6434	2.6231	2.5989	2.5874	2.5805	2.5947	2.6057	2.5672	2.3536	2.5463	2.5608	2.5376	2.5053	2.4025	2.3018	2.4889	 2.555	2.5305	2.3831	2.5578	2.5469	2.6265	2.6096	2.7068	2.5531	2.5044	2.6963	2.6835	2.6636	2.6712	2.6387	2.6109	2.8258	2.5977
Xrcc5	2.1035	2.6042	2.6339	2.6184	2.6527	2.1087	2.5992	2.5777	 2.589	1.9022	1.7404	2.5392	2.5208	2.4902	2.4874	2.5284	 2.327	2.1807	2.4293	2.4208	2.3045	2.1356	2.3149	2.4928	2.3801	2.0747	 2.523	2.5503	2.5715	2.5771	2.5711	2.0495	 2.528	2.5279	2.5012	1.8527	1.5216	 2.423	2.4151	2.3263	  2.33	2.4054	 2.241	2.1674	 2.173	2.2856	2.1974	2.0369	2.0098	2.4688	2.3478	2.0014	2.4561	2.4863	2.5385	2.5489	2.0037	1.9513	 2.536	2.6048	2.5082	1.7629	2.5104	2.5174	2.5063	2.4939	2.5122	2.3156	2.2441	2.4531	2.4626	 2.487	2.4574	2.4852	2.4273	2.4319	2.4776	2.0552	2.4278	2.4432	2.5041	2.4578	1.9878	 2.044	2.3905	2.4609	2.3813	1.7804	2.3341	2.3479	2.2584	2.1903	2.2197	2.2661	2.1976	2.2458	2.2356	2.2891	2.2706	2.2415	2.3424	2.1227	2.4246
Xylt2	1.8936	1.4838	1.5471	1.5571	1.4575	1.6244	1.3977	1.7842	1.4123	1.6111	1.6893	1.3366	1.4232	  1.39	1.3593	1.2295	1.4091	1.6194	1.2682	1.4587	1.3417	1.4335	1.4061	1.6599	1.4806	1.8295	1.6563	1.4937	1.4618	1.4497	1.5161	1.7289	1.4394	 1.425	1.3919	 1.553	1.3966	1.4839	1.1983	1.4043	1.4435	1.3476	 1.371	1.5439	1.3975	1.3482	1.3781	1.4121	 1.527	1.5703	1.6363	1.9884	1.5292	1.5089	1.5898	 1.465	1.7633	1.7474	1.5855	1.6176	1.5323	1.4065	1.5255	 1.472	1.4663	1.3582	1.4575	1.2978	1.3911	 1.349	1.3333	1.3586	1.2687	1.3275	1.6881	1.3507	  1.38	1.5415	1.4818	1.4733	1.6372	1.5963	1.3835	1.6805	  1.72	1.7156	1.7126	1.1903	1.6563	1.6478	1.5245	1.4603	1.5139	1.2812	1.4644	1.5794	1.4898	1.5664	1.5378	1.5274	 1.688	1.5358	1.4771
Ypel3	3.0643	 2.007	 2.026	1.6807	1.8187	3.0257	1.8255	 1.973	1.6561	3.0249	2.8579	1.7708	1.7236	1.7851	2.0483	2.1461	  2.44	2.6225	2.2761	2.4438	2.4255	2.7778	2.6535	2.1536	2.7054	3.0436	1.7189	1.8913	1.7171	1.4631	1.7868	2.9898	1.6367	1.7289	1.6423	2.8595	2.7628	1.7475	1.7484	1.9519	2.2187	2.2522	2.3585	2.5373	2.5058	2.6175	2.6449	2.8736	2.9519	2.0595	2.7068	3.2908	2.0755	2.0671	2.1071	2.1289	3.2645	3.2155	2.1986	2.0117	2.0396	3.2883	1.9094	2.0234	1.9688	1.9371	1.9976	2.6251	2.7196	2.0828	 2.045	1.9221	1.9945	2.0473	2.3808	2.1756	2.1641	3.2668	2.1101	2.1279	2.1248	2.0689	3.1932	3.1864	2.1219	2.0294	 2.048	3.0622	2.0707	2.1391	2.0602	2.0664	2.1258	2.5808	2.7201	2.1134	2.2297	2.0907	 2.168	2.1802	2.3177	2.4795	 2.122
Ypel5	 2.4931	 1.1782	 1.2933	 1.1527	 1.3477	 2.5352	 1.1525	 1.3373	 1.2503	 2.2714	 1.9991	 1.1435	 1.2456	 1.3374	 1.3997	 1.4987	 1.8598	 1.8008	 1.6186	 1.7606	 1.8308	 2.0794	 1.8611	 1.3209	 1.6171	 2.5392	 1.1311	 1.2472	 1.1226	 1.1416	 1.2412	 2.6434	0.99542	 1.2565	 1.0957	 2.2927	 1.9381	 1.1788	 1.1771	 1.3196	 1.5795	 1.5566	 1.7338	 1.7564	 1.8885	 1.9581	 2.0778	 2.1725	 2.2501	 1.3407	 1.7492	 2.5382	 1.5208	 1.5283	 1.3027	 1.2228	 2.5606	  2.754	 1.3087	 1.3622	 1.2366	 2.3529	 1.3036	 1.4334	 1.2835	 1.3562	 1.4264	 1.9778	 1.9929	 1.4566	 1.4908	 1.5138	 1.4362	 1.4669	 1.6811	 1.5502	 1.5165	 2.6713	 1.6388	 1.6547	 1.5387	 1.4432	 2.7166	 2.7638	  1.571	 1.4899	  1.438	 2.3855	 1.4837	 1.5883	 1.5823	 1.6549	 1.6638	 2.0561	  2.103	 1.7039	 1.7839	 1.7497	  1.871	 1.8395	 1.7423	 2.3442	  1.596
